Catch,Header,CruiseLocalID,HaulGear,HaulNumber,CatchDataType,CatchSpeciesCode,CatchSpeciesValidity,CatchSpeciesCategory,CatchSpeciesCategoryNumber,CatchWeightUnit,CatchSpeciesCategoryWeight,CatchSpeciesSex,CatchSubsampledNumber,CatchSubsamplingFactor,CatchSubsampleWeight,CatchLengthCode,CatchLengthClass,CatchLengthType,CatchNumberAtLength,CatchWeightAtLength
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,90,1,3,14.1
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,95,1,6,16.5
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,100,1,3,19.5
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,105,1,1,6.0
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,115,1,1,9.0
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,120,1,7,77.7
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,125,1,30,124.0
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,130,1,35,137.0
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,135,1,36,153.0
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,140,1,23,153.0
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,145,1,20,185.0
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,150,1,10,204.0
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,155,1,11,223.0
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,160,1,10,247.0
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,165,1,9,231.3
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,170,1,13,292.0
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,175,1,12,325.0
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,180,1,9,318.6
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,185,1,6,241.8
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,190,1,13,421.0
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,195,1,8,363.2
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,200,1,1,58.5
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,205,1,1,58.0
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,210,1,2,121.6
Catch,Record,20159001,PEL,8,R,126417,1,1,332,kg,164.60478125,,332,1,164.60478125,halfcm,220,1,1,85.5
Catch,Record,20159001,PEL,8,R,126425,1,1,269,kg,21.67687146226415,,269,1,21.67687146226415,halfcm,100,1,1,7.0
Catch,Record,20159001,PEL,8,R,126425,1,1,269,kg,21.67687146226415,,269,1,21.67687146226415,halfcm,105,1,16,84.0
Catch,Record,20159001,PEL,8,R,126425,1,1,269,kg,21.67687146226415,,269,1,21.67687146226415,halfcm,110,1,40,96.0
Catch,Record,20159001,PEL,8,R,126425,1,1,269,kg,21.67687146226415,,269,1,21.67687146226415,halfcm,115,1,29,111.0
Catch,Record,20159001,PEL,8,R,126425,1,1,269,kg,21.67687146226415,,269,1,21.67687146226415,halfcm,120,1,28,118.0
Catch,Record,20159001,PEL,8,R,126425,1,1,269,kg,21.67687146226415,,269,1,21.67687146226415,halfcm,125,1,39,123.0
Catch,Record,20159001,PEL,8,R,126425,1,1,269,kg,21.67687146226415,,269,1,21.67687146226415,halfcm,130,1,46,151.0
Catch,Record,20159001,PEL,8,R,126425,1,1,269,kg,21.67687146226415,,269,1,21.67687146226415,halfcm,135,1,36,147.0
Catch,Record,20159001,PEL,8,R,126425,1,1,269,kg,21.67687146226415,,269,1,21.67687146226415,halfcm,140,1,22,159.0
Catch,Record,20159001,PEL,8,R,126425,1,1,269,kg,21.67687146226415,,269,1,21.67687146226415,halfcm,145,1,10,171.0
Catch,Record,20159001,PEL,8,R,126425,1,1,269,kg,21.67687146226415,,269,1,21.67687146226415,halfcm,150,1,2,37.6
Catch,Record,20159001,PEL,9,R,126752,1,1,1,kg,0.001,,1,1,0.001,cm,60,1,1,
Catch,Record,20159001,PEL,9,R,127219,1,1,7,kg,0.174,,7,1,0.174,cm,80,1,1,
Catch,Record,20159001,PEL,9,R,127219,1,1,7,kg,0.174,,7,1,0.174,cm,100,1,3,
Catch,Record,20159001,PEL,9,R,127219,1,1,7,kg,0.174,,7,1,0.174,cm,110,1,2,
Catch,Record,20159001,PEL,9,R,127219,1,1,7,kg,0.174,,7,1,0.174,cm,130,1,1,
Catch,Record,20159001,PEL,9,R,126505,1,1,76,kg,9.647912104172834,,76,1,9.647912104172834,cm,30,1,9,
Catch,Record,20159001,PEL,9,R,126505,1,1,76,kg,9.647912104172834,,76,1,9.647912104172834,cm,40,1,8,
Catch,Record,20159001,PEL,9,R,126505,1,1,76,kg,9.647912104172834,,76,1,9.647912104172834,cm,50,1,26,
Catch,Record,20159001,PEL,9,R,126505,1,1,76,kg,9.647912104172834,,76,1,9.647912104172834,cm,60,1,31,
Catch,Record,20159001,PEL,9,R,126505,1,1,76,kg,9.647912104172834,,76,1,9.647912104172834,cm,70,1,2,
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,65,1,1,2.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,70,1,2,4.6
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,75,1,1,2.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,85,1,5,12.6
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,90,1,1,5.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,100,1,1,7.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,120,1,2,20.6
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,125,1,5,59.5
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,130,1,21,140.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,135,1,42,155.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,140,1,55,174.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,145,1,36,184.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,150,1,18,207.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,155,1,23,218.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,160,1,18,244.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,165,1,19,250.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,170,1,15,271.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,175,1,14,315.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,180,1,17,354.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,185,1,17,368.0
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,190,1,9,360.9
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,195,1,4,193.2
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,200,1,3,151.5
Catch,Record,20159001,PEL,9,R,126417,1,1,331,kg,62.676889612311335,,331,1,62.676889612311335,halfcm,210,1,2,111.0
Catch,Record,20159001,PEL,9,R,126425,1,1,139,kg,4.075609647824801,,139,1,4.075609647824801,halfcm,95,1,1,6.5
Catch,Record,20159001,PEL,9,R,126425,1,1,139,kg,4.075609647824801,,139,1,4.075609647824801,halfcm,100,1,4,35.2
Catch,Record,20159001,PEL,9,R,126425,1,1,139,kg,4.075609647824801,,139,1,4.075609647824801,halfcm,105,1,19,96.0
Catch,Record,20159001,PEL,9,R,126425,1,1,139,kg,4.075609647824801,,139,1,4.075609647824801,halfcm,110,1,13,99.0
Catch,Record,20159001,PEL,9,R,126425,1,1,139,kg,4.075609647824801,,139,1,4.075609647824801,halfcm,115,1,14,114.0
Catch,Record,20159001,PEL,9,R,126425,1,1,139,kg,4.075609647824801,,139,1,4.075609647824801,halfcm,120,1,13,127.0
Catch,Record,20159001,PEL,9,R,126425,1,1,139,kg,4.075609647824801,,139,1,4.075609647824801,halfcm,125,1,27,138.0
Catch,Record,20159001,PEL,9,R,126425,1,1,139,kg,4.075609647824801,,139,1,4.075609647824801,halfcm,130,1,29,147.0
Catch,Record,20159001,PEL,9,R,126425,1,1,139,kg,4.075609647824801,,139,1,4.075609647824801,halfcm,135,1,13,160.0
Catch,Record,20159001,PEL,9,R,126425,1,1,139,kg,4.075609647824801,,139,1,4.075609647824801,halfcm,140,1,5,84.0
Catch,Record,20159001,PEL,9,R,126425,1,1,139,kg,4.075609647824801,,139,1,4.075609647824801,halfcm,145,1,1,20.0
Catch,Record,20159001,PEL,10,R,127186,1,1,1,kg,0.302,,1,1,0.302,cm,320,1,1,
Catch,Record,20159001,PEL,10,R,127219,1,1,1,kg,0.01,,1,1,0.01,cm,90,1,1,
Catch,Record,20159001,PEL,10,R,126505,1,1,72,kg,143.2706990997893,,72,1,143.2706990997893,cm,30,1,3,
Catch,Record,20159001,PEL,10,R,126505,1,1,72,kg,143.2706990997893,,72,1,143.2706990997893,cm,40,1,6,
Catch,Record,20159001,PEL,10,R,126505,1,1,72,kg,143.2706990997893,,72,1,143.2706990997893,cm,50,1,10,
Catch,Record,20159001,PEL,10,R,126505,1,1,72,kg,143.2706990997893,,72,1,143.2706990997893,cm,60,1,42,
Catch,Record,20159001,PEL,10,R,126505,1,1,72,kg,143.2706990997893,,72,1,143.2706990997893,cm,70,1,11,
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,60,1,4,4.5
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,65,1,28,4.5
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,70,1,90,5.4
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,75,1,32,6.6
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,80,1,10,9.6
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,85,1,5,11.4
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,90,1,9,14.1
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,95,1,3,16.5
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,100,1,1,5.0
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,125,1,1,12.5
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,130,1,3,43.5
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,135,1,8,128.8
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,140,1,15,170.0
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,145,1,5,97.0
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,150,1,3,61.5
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,155,1,3,67.5
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,160,1,6,147.0
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,165,1,3,85.5
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,170,1,5,151.5
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,175,1,7,242.2
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,180,1,4,138.0
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,185,1,5,202.0
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,190,1,5,208.0
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,195,1,3,132.9
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,205,1,2,107.0
Catch,Record,20159001,PEL,10,R,126417,1,1,261,kg,16.30092319479027,,261,1,16.30092319479027,halfcm,210,1,1,64.0
Catch,Record,20159001,PEL,10,R,126425,1,1,11,kg,0.6431656770733575,,11,1,0.6431656770733575,halfcm,90,1,1,4.5
Catch,Record,20159001,PEL,10,R,126425,1,1,11,kg,0.6431656770733575,,11,1,0.6431656770733575,halfcm,110,1,4,36.0
Catch,Record,20159001,PEL,10,R,126425,1,1,11,kg,0.6431656770733575,,11,1,0.6431656770733575,halfcm,115,1,2,18.6
Catch,Record,20159001,PEL,10,R,126425,1,1,11,kg,0.6431656770733575,,11,1,0.6431656770733575,halfcm,120,1,1,11.5
Catch,Record,20159001,PEL,10,R,126425,1,1,11,kg,0.6431656770733575,,11,1,0.6431656770733575,halfcm,130,1,1,13.0
Catch,Record,20159001,PEL,10,R,126425,1,1,11,kg,0.6431656770733575,,11,1,0.6431656770733575,halfcm,135,1,1,12.5
Catch,Record,20159001,PEL,10,R,126425,1,1,11,kg,0.6431656770733575,,11,1,0.6431656770733575,halfcm,140,1,1,12.5
Catch,Record,20159001,PEL,11,R,127385,1,1,1,kg,0.001,,1,1,0.001,cm,120,1,1,
Catch,Record,20159001,PEL,11,R,126736,1,1,7,kg,,,7,1,,cm,140,1,3,
Catch,Record,20159001,PEL,11,R,126736,1,1,7,kg,,,7,1,,cm,150,1,1,
Catch,Record,20159001,PEL,11,R,126736,1,1,7,kg,,,7,1,,cm,160,1,2,
Catch,Record,20159001,PEL,11,R,126736,1,1,7,kg,,,7,1,,cm,170,1,1,
Catch,Record,20159001,PEL,11,R,126505,1,1,41,kg,28.64367226173542,,41,1,28.64367226173542,cm,30,1,1,
Catch,Record,20159001,PEL,11,R,126505,1,1,41,kg,28.64367226173542,,41,1,28.64367226173542,cm,50,1,18,
Catch,Record,20159001,PEL,11,R,126505,1,1,41,kg,28.64367226173542,,41,1,28.64367226173542,cm,60,1,19,
Catch,Record,20159001,PEL,11,R,126505,1,1,41,kg,28.64367226173542,,41,1,28.64367226173542,cm,70,1,3,
Catch,Record,20159001,PEL,11,R,126507,1,1,1,kg,0.002,,1,1,0.002,cm,50,1,1,
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,45,1,1,0.5
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,55,1,1,2.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,60,1,1,1.5
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,65,1,7,11.4
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,70,1,16,7.5
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,75,1,13,8.4
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,80,1,11,9.9
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,85,1,11,11.4
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,90,1,15,14.4
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,95,1,8,16.5
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,100,1,2,11.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,105,1,5,36.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,115,1,7,68.6
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,120,1,16,110.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,125,1,27,123.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,130,1,35,135.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,135,1,46,151.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,140,1,23,166.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,145,1,18,184.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,150,1,11,207.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,155,1,16,222.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,160,1,4,102.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,165,1,8,204.8
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,170,1,5,148.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,175,1,9,284.4
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,180,1,7,233.1
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,185,1,2,79.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,190,1,2,78.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,195,1,2,91.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,200,1,2,98.6
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,215,1,1,68.0
Catch,Record,20159001,PEL,11,R,126417,1,1,334,kg,121.31727169274538,,334,1,121.31727169274538,halfcm,245,1,2,209.0
Catch,Record,20159001,PEL,11,R,126425,1,1,190,kg,23.033056045519206,,190,1,23.033056045519206,halfcm,100,1,2,15.0
Catch,Record,20159001,PEL,11,R,126425,1,1,190,kg,23.033056045519206,,190,1,23.033056045519206,halfcm,105,1,10,88.0
Catch,Record,20159001,PEL,11,R,126425,1,1,190,kg,23.033056045519206,,190,1,23.033056045519206,halfcm,110,1,31,94.0
Catch,Record,20159001,PEL,11,R,126425,1,1,190,kg,23.033056045519206,,190,1,23.033056045519206,halfcm,115,1,27,109.0
Catch,Record,20159001,PEL,11,R,126425,1,1,190,kg,23.033056045519206,,190,1,23.033056045519206,halfcm,120,1,22,114.0
Catch,Record,20159001,PEL,11,R,126425,1,1,190,kg,23.033056045519206,,190,1,23.033056045519206,halfcm,125,1,34,124.0
Catch,Record,20159001,PEL,11,R,126425,1,1,190,kg,23.033056045519206,,190,1,23.033056045519206,halfcm,130,1,29,138.0
Catch,Record,20159001,PEL,11,R,126425,1,1,190,kg,23.033056045519206,,190,1,23.033056045519206,halfcm,135,1,25,154.0
Catch,Record,20159001,PEL,11,R,126425,1,1,190,kg,23.033056045519206,,190,1,23.033056045519206,halfcm,140,1,5,78.0
Catch,Record,20159001,PEL,11,R,126425,1,1,190,kg,23.033056045519206,,190,1,23.033056045519206,halfcm,145,1,4,67.6
Catch,Record,20159001,PEL,11,R,126425,1,1,190,kg,23.033056045519206,,190,1,23.033056045519206,halfcm,150,1,1,16.5
Catch,Record,20159001,PEL,12,R,126505,1,1,72,kg,10.08732766849028,,72,1,10.08732766849028,cm,30,1,4,
Catch,Record,20159001,PEL,12,R,126505,1,1,72,kg,10.08732766849028,,72,1,10.08732766849028,cm,40,1,4,
Catch,Record,20159001,PEL,12,R,126505,1,1,72,kg,10.08732766849028,,72,1,10.08732766849028,cm,50,1,29,
Catch,Record,20159001,PEL,12,R,126505,1,1,72,kg,10.08732766849028,,72,1,10.08732766849028,cm,60,1,27,
Catch,Record,20159001,PEL,12,R,126505,1,1,72,kg,10.08732766849028,,72,1,10.08732766849028,cm,70,1,7,
Catch,Record,20159001,PEL,12,R,126505,1,1,72,kg,10.08732766849028,,72,1,10.08732766849028,cm,80,1,1,
Catch,Record,20159001,PEL,12,R,126507,1,1,24,kg,0.760297520661157,,24,1,0.760297520661157,cm,50,1,14,
Catch,Record,20159001,PEL,12,R,126507,1,1,24,kg,0.760297520661157,,24,1,0.760297520661157,cm,60,1,10,
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,110,1,1,9.0
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,115,1,1,9.5
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,120,1,7,
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,125,1,23,
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,130,1,41,
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,135,1,46,
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,140,1,31,
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,145,1,28,
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,150,1,28,
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,155,1,24,
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,160,1,26,145.8
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,165,1,19,53.0
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,170,1,10,149.5
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,175,1,9,36.0
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,180,1,2,71.6
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,185,1,7,270.9
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,190,1,4,184.0
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,195,1,2,94.0
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,200,1,1,50.0
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,210,1,2,125.6
Catch,Record,20159001,PEL,12,R,126417,1,1,313,kg,77.27192829705506,,313,1,77.27192829705506,halfcm,215,1,1,59.0
Catch,Record,20159001,PEL,12,R,126425,1,1,83,kg,2.3130178093353506,,83,1,2.3130178093353506,halfcm,90,1,1,5.5
Catch,Record,20159001,PEL,12,R,126425,1,1,83,kg,2.3130178093353506,,83,1,2.3130178093353506,halfcm,100,1,2,17.0
Catch,Record,20159001,PEL,12,R,126425,1,1,83,kg,2.3130178093353506,,83,1,2.3130178093353506,halfcm,105,1,9,
Catch,Record,20159001,PEL,12,R,126425,1,1,83,kg,2.3130178093353506,,83,1,2.3130178093353506,halfcm,110,1,3,
Catch,Record,20159001,PEL,12,R,126425,1,1,83,kg,2.3130178093353506,,83,1,2.3130178093353506,halfcm,115,1,7,
Catch,Record,20159001,PEL,12,R,126425,1,1,83,kg,2.3130178093353506,,83,1,2.3130178093353506,halfcm,120,1,8,
Catch,Record,20159001,PEL,12,R,126425,1,1,83,kg,2.3130178093353506,,83,1,2.3130178093353506,halfcm,125,1,16,
Catch,Record,20159001,PEL,12,R,126425,1,1,83,kg,2.3130178093353506,,83,1,2.3130178093353506,halfcm,130,1,21,
Catch,Record,20159001,PEL,12,R,126425,1,1,83,kg,2.3130178093353506,,83,1,2.3130178093353506,halfcm,135,1,8,
